iter	Passed	Remaining
1649	678654	105705
1650	679023	105287
1651	679494	104885
1652	679884	104471
1653	680327	104064
1654	680715	103649
1655	681152	103242
1656	681529	102825
1657	681929	102412
1658	682325	101999
1659	682726	101586
1660	683159	101178
1661	683560	100765
1662	683941	100349
1663	684363	99940
1664	684750	99525
1665	685105	99105
1666	685517	98694
1667	685885	98277
1668	686270	97862
1669	686680	97451
1670	687028	97030
1671	687371	96610
1672	687805	96202
1673	688245	95795
1674	688561	95370
1675	689013	94965
1676	689467	94560
1677	689902	94152
1678	690312	93741
1679	690753	93333
1680	691127	92917
1681	691530	92505
1682	691907	92089
1683	692281	91673
1684	692703	91264
1685	693115	90853
1686	693537	90443
1687	693945	90032
1688	694370	89622
1689	694813	89215
1690	695250	88807
1691	695659	88396
1692	696044	87981
1693	696463	87571
1694	696876	87160
1695	697268	86747
1696	697665	86334
1697	698051	85920
1698	698438	85506
1699	698845	85094
1700	699214	84678
1701	699562	84259
1702	699970	83848
1703	700353	83434
1704	700751	83021
1705	701193	82614
1706	701594	82202
1707	701989	81789
1708	702422	81380
1709	702822	80968
1710	703237	80557
1711	703612	80142
1712	703986	79727
1713	704391	79316
1714	704767	78901
1715	705184	78490
1716	705590	78079
1717	706019	77670
1718	706433	77259
1719	706856	76850
1720	707263	76438
1721	707710	76031
1722	708177	75626
1723	708601	75216
1724	709075	74812
1725	709507	74403
1726	709947	73995
1727	710410	73589
1728	710896	73186
1729	711391	72783
1730	711857	72378
1731	712346	71974
1732	712749	71562
1733	713164	71151
1734	713618	70744
1735	714016	70332
1736	714507	69928
1737	714950	69520
1738	715377	69110
1739	715867	68706
1740	716266	68294
1741	716656	67880
1742	717101	67472
1743	717603	67069
1744	718013	66657
1745	718345	66239
1746	718722	65824
1747	719086	65408
1748	719510	64998
1749	719962	64590
1750	720338	64176
1751	720718	63762
1752	721209	63357
1753	721641	62948
1754	722053	62536
1755	722488	62127
1756	722951	61720
1757	723464	61317
1758	723936	60911
1759	724418	60505
1760	724935	60102
1761	725382	59693
1762	725872	59288
1763	726262	58874
1764	726711	58466
1765	727109	58053
1766	727540	57643
1767	727961	57232
1768	728398	56822
1769	728814	56411
1770	729301	56005
1771	729767	55597
1772	730127	55181
1773	730546	54770
1774	730913	54355
1775	731337	53944
1776	731717	53530
1777	732138	53119
1778	732542	52706
1779	732949	52294
1780	733376	51884
1781	733725	51467
1782	734174	51058
1783	734631	50650
1784	735070	50240
1785	735522	49831
1786	735959	49420
1787	736375	49009
1788	736751	48595
1789	737167	48183
1790	737584	47772
1791	738014	47361
1792	738385	46946
1793	738808	46535
1794	739220	46124
1795	739651	45713
1796	740018	45298
1797	740424	44886
1798	740879	44477
1799	741278	44064
1800	741654	43650
1801	742035	43237
1802	742486	42827
1803	742927	42417
1804	743301	42003
1805	743731	41592
1806	744147	41181
1807	744655	40774
1808	744998	40359
1809	745371	39945
1810	745873	39538
1811	746294	39126
1812	746689	38714
1813	747082	38301
1814	747522	37890
1815	747952	37480
1816	748385	37069
1817	748761	36655
1818	749185	36244
1819	749623	35833
1820	750119	35425
1821	750582	35016
1822	750979	34603
1823	751353	34189
1824	751787	33778
1825	752218	33367
1826	752628	32955
1827	753126	32547
1828	753614	32138
1829	754047	31727
1830	754460	31315
1831	754905	30904
1832	755327	30493
1833	755838	30085
1834	756264	29673
1835	756675	29261
1836	757077	28848
1837	757533	28438
1838	757948	28026
1839	758315	27612
1840	758736	27200
1841	759163	26789
1842	759665	26380
1843	760134	25969
1844	760555	25557
1845	761019	25147
1846	761495	24737
1847	761894	24324
1848	762296	23911
1849	762605	23496
1850	763020	23084
1851	763458	22672
1852	763834	22259
1853	764243	21847
1854	764647	21434
1855	765014	21021
1856	765372	20607
1857	765766	20195
1858	766155	19782
1859	766597	19371
1860	767096	18961
1861	767565	18550
1862	767958	18137
1863	768301	17723
1864	768717	17311
1865	769131	16899
1866	769548	16487
1867	770017	16076
1868	770416	15663
1869	770788	15250
1870	771272	14840
1871	771673	14427
1872	772061	14015
1873	772452	13602
1874	772878	13190
1875	773288	12778
1876	773679	12365
1877	774085	11953
1878	774504	11541
1879	774926	11129
1880	775313	10716
1881	775712	10304
1882	776132	9892
1883	776483	9479
1884	776871	9066
1885	777271	8654
1886	777644	8242
1887	778099	7830
1888	778488	7418
1889	778913	7006
1890	779314	6593
1891	779717	6181
1892	780110	5769
1893	780494	5357
1894	780916	4945
1895	781357	4533
1896	781780	4121
1897	782151	3708
1898	782567	3296
1899	782973	2884
1900	783428	2472
1901	783854	2060
1902	784243	1648
1903	784685	1236
1904	785115	824
1905	785498	412
1906	785920	0
