iter	RMSE
436	0.3533111125
437	0.3532671859
438	0.3532360407
439	0.3532075056
440	0.3531530383
441	0.3531120724
442	0.3530361914
443	0.3529825489
444	0.3529303226
445	0.3528810721
446	0.3528080857
447	0.3527691378
448	0.3527228247
449	0.352689532
450	0.3526590612
451	0.3526089864
452	0.3525667928
453	0.3525237049
454	0.3524782859
455	0.352420537
456	0.3523712182
457	0.3523093287
458	0.3522849414
459	0.3522457639
460	0.3522154592
461	0.3521570916
462	0.3521015631
463	0.352053032
464	0.3520112971
465	0.3519567567
466	0.3519134027
467	0.3518654477
468	0.3518275157
469	0.351789424
470	0.3517614776
471	0.3517214782
472	0.3516770141
473	0.351640794
474	0.35159362
475	0.3515541469
476	0.3515214626
477	0.3514716396
478	0.3514501951
479	0.3514128465
480	0.3513185641
481	0.3512769534
482	0.3512482513
483	0.3511949101
484	0.351145733
485	0.3511136935
486	0.3510586241
487	0.3510301584
488	0.3509903899
489	0.3509527852
490	0.3509272783
491	0.3509035055
492	0.3508734991
493	0.3508491742
494	0.3508218677
495	0.3507743837
496	0.3507462025
497	0.3507080526
498	0.3506455525
499	0.3505984093
500	0.3505600167
501	0.3505234234
502	0.3505030034
503	0.3504738852
504	0.3504510782
505	0.350414331
506	0.3503805901
507	0.3503114873
508	0.3502596293
509	0.3502299054
510	0.3501953769
511	0.3501445025
512	0.3500977387
513	0.3500666913
514	0.3500304227
515	0.3499844942
516	0.3499258507
517	0.3498866912
518	0.349859533
519	0.3498219921
520	0.3497922224
521	0.3497624175
522	0.3497285034
523	0.3496931615
524	0.349639725
525	0.3496065304
526	0.3495739095
527	0.3495398872
528	0.3495113429
529	0.3494659475
530	0.3494405209
531	0.3494178274
532	0.3493579174
533	0.3493074771
534	0.349262126
535	0.3492361911
536	0.3491971167
537	0.3491535235
538	0.3491195438
539	0.34909771
540	0.3490595827
541	0.3490277343
542	0.348993493
543	0.3489707162
544	0.3489382458
545	0.3488967101
546	0.3488765336
547	0.348844719
548	0.3488180705
549	0.3487818782
550	0.3487592333
551	0.3487327689
552	0.3486900932
553	0.3486477439
554	0.3486038233
555	0.3485705464
556	0.3485540833
557	0.3485152025
558	0.3484823517
559	0.3484411819
560	0.3483911784
561	0.3483394769
562	0.3482968871
563	0.3482486233
564	0.3482085021
565	0.3481763631
566	0.3481318934
567	0.3480958723
568	0.3480642801
569	0.3480378224
570	0.3480114076
571	0.3479885918
572	0.3479477988
573	0.3479245841
574	0.3478864266
575	0.3478676321
576	0.3478185532
577	0.3477938832
578	0.3477428494
579	0.3477031173
580	0.3476754997
581	0.3476536124
582	0.3476176479
583	0.3475941922
584	0.347540451
585	0.3475071079
586	0.3474761112
587	0.3474479973
588	0.3474175614
589	0.3473896386
590	0.3473565428
591	0.3473203755
592	0.3472891883
593	0.3472474968
594	0.3472120313
595	0.3471470337
596	0.3470785207
597	0.3470584004
598	0.3470223093
599	0.3470001586
600	0.3469763228
601	0.3469425384
602	0.3469075261
603	0.3468754038
604	0.3468454856
605	0.3468208564
606	0.346800141
607	0.3467680652
608	0.3467269687
609	0.3466985903
610	0.3466800663
611	0.3466382537
612	0.3466089471
613	0.3465807587
614	0.3465501712
615	0.346516771
616	0.3464966071
617	0.3464625682
618	0.3464355494
619	0.3464083606
620	0.3463875045
621	0.3463532783
622	0.3463307896
623	0.3463005356
624	0.3462736656
625	0.3462312498
626	0.3462074606
627	0.3461795205
628	0.3461558014
629	0.3461405032
630	0.3461156369
631	0.3460952469
632	0.3460636828
633	0.3460340046
634	0.3459955788
635	0.3459719765
636	0.3459470166
637	0.3459081448
638	0.3458867533
639	0.3458438351
640	0.3458269253
641	0.3458119311
642	0.3457719222
643	0.3457391362
644	0.3457081015
645	0.3456959485
646	0.3456821743
647	0.3456605943
648	0.34562901
649	0.3456071968
650	0.3455740527
651	0.345540822
652	0.3455111791
653	0.3454934476
654	0.3454742897
655	0.3454622267
656	0.3454282333
657	0.3454071367
658	0.3453721412
659	0.3453498397
660	0.3453238493
661	0.3452913048
662	0.345272827
663	0.3452221692
664	0.3451830695
665	0.3451559428
666	0.3451335419
667	0.3451035075
668	0.3450739777
669	0.3450509577
670	0.3450264241
671	0.3450080689
672	0.3449794384
673	0.3449479904
674	0.3449204156
675	0.3448887478
676	0.3448681521
677	0.344808206
678	0.3447861668
679	0.3447634403
680	0.3447420133
681	0.3447284604
682	0.3447023163
683	0.3446666388
684	0.3446403547
685	0.3446054634
686	0.3445781925
687	0.3445561664
688	0.3445070019
689	0.344481571
690	0.3444582322
691	0.3444376953
692	0.3444173587
693	0.3444023788
694	0.344362642
695	0.3443522642
696	0.3443333888
697	0.3443228731
698	0.344305605
699	0.3442757026
700	0.3442515237
701	0.344227045
702	0.3441986768
703	0.344178411
704	0.3441470662
705	0.3441256837
706	0.3441030912
707	0.3440725137
708	0.3440497002
709	0.344022192
710	0.3439986769
711	0.3439822039
712	0.3439728184
713	0.3439506546
714	0.3439276955
715	0.343905909
716	0.3438805342
717	0.3438625124
718	0.3438252681
719	0.3438081645
720	0.3437870589
721	0.343754651
722	0.3437232346
723	0.3436993111
724	0.3436668672
725	0.3436432141
726	0.3436059619
727	0.3435616171
728	0.3435388333
729	0.3435224033
730	0.3434943966
731	0.3434765305
732	0.3434631051
733	0.34341465
734	0.3433878196
735	0.3433709757
736	0.3433571853
737	0.3433382016
738	0.343321037
739	0.3433003701
740	0.3432741426
741	0.3432540954
742	0.3432311151
743	0.3432076612
744	0.3431894589
745	0.3431698531
746	0.3431510007
747	0.3431301923
748	0.3431056736
749	0.3430821872
750	0.3430609264
751	0.3430388939
752	0.3430140802
753	0.3429971798
754	0.3429869663
755	0.3429732411
756	0.3429390151
757	0.3429052839
758	0.3428935139
759	0.3428542
760	0.3428339675
761	0.3428212845
762	0.3427890182
763	0.3427745061
764	0.3427548455
765	0.3427320423
766	0.3427235733
767	0.3427062579
768	0.3426781672
769	0.3426569812
770	0.3426270881
771	0.3426224908
772	0.3425878338
773	0.3425690901
774	0.3425590377
775	0.3425439125
776	0.342525503
777	0.3425115112
778	0.3424833246
779	0.3424610367
780	0.3424348988
781	0.3423960132
782	0.3423799737
783	0.3423520388
784	0.342332488
785	0.3423074629
786	0.3422807526
787	0.3422604453
788	0.3422414802
789	0.3422265682
790	0.3422116131
791	0.3421982752
792	0.342193278
793	0.342168058
794	0.342142467
795	0.3421283408
796	0.3421015657
797	0.342068601
798	0.342045131
799	0.3420209628
800	0.3419978787
801	0.3419706193
802	0.3419461946
803	0.341925931
804	0.3418961026
805	0.3418679556
806	0.3418444721
807	0.3418220872
808	0.3418038019
809	0.3417833918
810	0.3417691848
811	0.3417428207
812	0.3417244322
813	0.3416990134
814	0.3416839979
815	0.3416750055
816	0.3416473191
817	0.3416345367
818	0.3416054371
819	0.3415797284
820	0.3415628049
821	0.3415296279
822	0.3415251534
823	0.3415040571
824	0.3414881792
825	0.3414647538
826	0.3414433533
827	0.34141158
828	0.3413866052
829	0.3413699481
830	0.3413541991
831	0.3413356411
832	0.341310087
833	0.3412843849
834	0.3412644143
835	0.3412568871
836	0.341241951
837	0.3412149922
838	0.3411968392
839	0.3411796205
840	0.34115959
841	0.3411346954
842	0.341121527
843	0.3411013294
844	0.3410958553
845	0.3410745784
846	0.3410528129
847	0.3410302257
848	0.3410085947
849	0.3409852506
850	0.3409670144
851	0.3409461142
852	0.3409262153
853	0.3408945682
854	0.340877633
855	0.340860766
856	0.3408387358
857	0.3408196074
858	0.3407999654
859	0.3407863744
860	0.3407482228
861	0.340736051
862	0.3407171229
863	0.3406963342
864	0.3406772488
865	0.3406548148
866	0.3406302567
867	0.3406054056
868	0.3405861088
869	0.3405718074
870	0.340549839
871	0.3405248182
872	0.3405079298
873	0.3404909137
874	0.3404720861
875	0.3404553851
876	0.3404393859
877	0.3404147956
878	0.3403950583
879	0.3403791314
880	0.3403739209
881	0.3403583945
882	0.3403362066
883	0.3403079676
884	0.3402895686
885	0.3402719658
886	0.340254558
887	0.340224992
888	0.3402053891
889	0.3401921944
890	0.3401854869
891	0.3401673029
892	0.340144079
893	0.3401256565
894	0.3401053973
895	0.3400836745
896	0.3400699148
897	0.3400469936
898	0.3400228762
899	0.3400045131
900	0.3399862921
901	0.3399736429
902	0.3399487954
903	0.3399190937
904	0.3399041363
905	0.3398874482
906	0.3398647497
907	0.3398379201
908	0.3398143696
909	0.3397967665
910	0.3397749339
911	0.3397538573
912	0.339736097
913	0.3397156096
914	0.3397095264
915	0.3397000781
916	0.339673982
917	0.3396457449
918	0.3396344088
919	0.339614026
920	0.3396121905
921	0.3395890007
922	0.3395622168
923	0.3395385778
924	0.3395250299
925	0.3395055962
926	0.3394890467
927	0.3394699807
928	0.3394490819
929	0.3394386847
930	0.3394197174
931	0.33940027
932	0.3393827567
933	0.339369481
934	0.3393545037
935	0.339337326
936	0.3393130658
937	0.3392965362
938	0.339276455
939	0.3392635172
940	0.3392460741
941	0.3392371663
942	0.3392192446
943	0.3391971709
944	0.3391822925
945	0.3391720019
946	0.339146234
947	0.3391352971
948	0.3391153485
949	0.3391013961
950	0.3390923808
951	0.3390716403
952	0.3390571328
953	0.3390427178
954	0.3390354024
955	0.3390180112
956	0.3390064771
957	0.3389766484
958	0.3389604632
959	0.3389454154
960	0.3389343564
961	0.3389119953
962	0.3388932493
963	0.3388803331
964	0.3388684702
965	0.3388479275
966	0.3388305309
967	0.3388119087
968	0.3387931561
969	0.3387774667
970	0.3387643145
971	0.3387539909
972	0.3387444428
973	0.3387247316
974	0.3387103041
975	0.3386998101
976	0.3386828412
977	0.3386649214
978	0.3386534844
979	0.3386371558
980	0.3386201552
981	0.3385952412
982	0.3385835679
983	0.3385700978
984	0.3385582599
985	0.3385393558
986	0.3385285855
987	0.3385140255
988	0.3384993992
989	0.3384788879
990	0.3384653102
991	0.3384563376
992	0.3384369126
993	0.3384211038
994	0.3384024418
995	0.3383822299
996	0.3383613844
997	0.3383387636
998	0.3383235651
999	0.3383114072
1000	0.3383001737
1001	0.3382821359
1002	0.3382695038
1003	0.3382527818
1004	0.3382296999
1005	0.3382174333
1006	0.3382057841
1007	0.3381904984
1008	0.3381777603
1009	0.3381635924
1010	0.3381508114
1011	0.3381337158
1012	0.338116029
1013	0.338105317
1014	0.3380830717
1015	0.3380683583
1016	0.3380514077
1017	0.3380301485
1018	0.3380162792
1019	0.3380029894
1020	0.3379931296
1021	0.3379750774
1022	0.337966351
1023	0.3379537102
1024	0.3379410971
1025	0.3379227736
1026	0.3379097113
1027	0.3379077921
1028	0.3378955737
1029	0.3378831865
1030	0.3378672198
1031	0.3378617285
1032	0.3378513077
1033	0.3378387935
1034	0.3378228989
1035	0.3378030437
1036	0.3377845058
1037	0.3377725065
1038	0.3377635539
1039	0.3377506186
1040	0.3377377547
1041	0.3377259356
1042	0.3377115952
1043	0.3376951741
1044	0.3376849972
1045	0.3376723203
1046	0.337651407
1047	0.3376245036
1048	0.3376117497
1049	0.3375966315
1050	0.3375794193
1051	0.3375607868
1052	0.3375454641
1053	0.3375292313
1054	0.3375262552
1055	0.3375161701
1056	0.3374945442
1057	0.3374787412
1058	0.3374686396
1059	0.3374608705
1060	0.3374438324
1061	0.3374300387
1062	0.3374170775
1063	0.337406252
1064	0.3373983787
1065	0.3373908875
1066	0.3373727428
1067	0.3373616549
1068	0.3373439418
1069	0.3373301985
1070	0.3373113061
1071	0.3372857504
1072	0.3372769757
1073	0.3372543622
1074	0.3372372307
1075	0.337220312
1076	0.3371984291
1077	0.337180984
1078	0.3371666682
1079	0.3371535243
1080	0.3371423751
1081	0.3371214515
1082	0.3371105486
1083	0.3371008923
1084	0.3370881994
1085	0.3370734608
1086	0.3370597578
1087	0.3370490851
1088	0.3370377611
1089	0.3370209294
1090	0.3370019756
1091	0.3369900421
1092	0.3369764147
1093	0.3369645364
1094	0.3369578659
1095	0.3369470756
1096	0.3369313875
1097	0.3369177999
1098	0.3369040962
1099	0.3368964422
1100	0.3368873789
1101	0.336870649
1102	0.3368583583
1103	0.3368460525
1104	0.3368308119
1105	0.3368282642
1106	0.3368274761
1107	0.3368117067
1108	0.3367979492
1109	0.3367897381
1110	0.3367805685
1111	0.3367617859
1112	0.3367495764
1113	0.3367350069
1114	0.3367264682
1115	0.3367124536
1116	0.3366978657
1117	0.3366861546
1118	0.3366587724
1119	0.3366482291
1120	0.3366357774
1121	0.3366243381
1122	0.3366120809
1123	0.3366021854
1124	0.3365902157
1125	0.3365789688
1126	0.3365709527
1127	0.3365591433
1128	0.336530341
1129	0.3365126014
1130	0.3365030659
1131	0.3364912802
1132	0.3364789565
1133	0.3364674368
1134	0.336461685
1135	0.336447759
1136	0.336422367
1137	0.3364033071
1138	0.3363860659
1139	0.3363788584
1140	0.3363613634
1141	0.3363465397
1142	0.3363334295
1143	0.3363142759
1144	0.3363020735
1145	0.3362961191
1146	0.3362800793
1147	0.3362708899
1148	0.3362602378
1149	0.3362436739
1150	0.3362295953
1151	0.3362171576
1152	0.3362087107
1153	0.3362016154
1154	0.336186616
1155	0.3361744101
1156	0.3361617017
1157	0.336147471
1158	0.3361337013
1159	0.3361191028
1160	0.3361106113
1161	0.3361004862
1162	0.3360893514
1163	0.3360776433
1164	0.3360619087
1165	0.3360497688
1166	0.3360483547
1167	0.3360337248
1168	0.336009526
1169	0.3360004187
1170	0.3359850528
1171	0.3359707454
1172	0.3359619019
1173	0.3359531708
1174	0.3359414562
1175	0.335931045
1176	0.3359186614
1177	0.3359045686
1178	0.335889757
1179	0.3358785583
1180	0.3358685806
1181	0.3358572315
1182	0.3358460256
1183	0.3358338397
1184	0.3358191246
1185	0.3358093921
1186	0.3358011735
1187	0.3357881911
1188	0.3357751013
1189	0.3357643646
1190	0.3357451166
1191	0.3357280927
1192	0.335713435
1193	0.3356992246
1194	0.335686209
1195	0.3356803145
1196	0.3356664456
1197	0.3356561261
1198	0.3356334649
1199	0.3356283999
1200	0.3356160338
1201	0.3355986615
1202	0.3355901553
1203	0.3355747355
1204	0.3355620632
1205	0.3355501766
1206	0.3355370078
1207	0.3355247647
1208	0.3355094229
1209	0.3354952796
1210	0.3354858097
1211	0.3354762443
1212	0.3354609913
1213	0.3354528119
1214	0.3354400677
1215	0.3354389754
1216	0.3354288054
1217	0.3354164281
1218	0.3354103803
1219	0.3354015714
1220	0.3353920088
1221	0.3353799236
1222	0.3353649787
1223	0.3353567065
1224	0.3353446595
1225	0.3353317978
1226	0.3353120441
1227	0.3352982882
1228	0.335289
1229	0.3352801023
1230	0.3352607384
1231	0.3352537723
1232	0.3352484466
1233	0.3352353679
1234	0.3352296083
1235	0.3352233926
1236	0.3352153174
1237	0.3352047234
1238	0.3351957268
1239	0.3351885309
1240	0.3351808169
1241	0.3351764046
1242	0.3351548395
1243	0.3351540052
1244	0.3351405258
1245	0.3351327867
1246	0.3351160051
1247	0.3351044276
1248	0.3350987437
1249	0.3350883069
1250	0.3350724258
1251	0.3350611728
1252	0.335045129
1253	0.3350380359
1254	0.3350311969
1255	0.3350220298
1256	0.3350115528
1257	0.3350039432
1258	0.3349889144
1259	0.3349706707
1260	0.3349514104
1261	0.3349400459
1262	0.3349278206
1263	0.3349247724
1264	0.3349109267
1265	0.334897484
1266	0.3348909817
1267	0.3348830377
1268	0.3348589328
1269	0.3348453778
1270	0.3348316543
1271	0.3348159088
1272	0.3348037118
1273	0.3347906164
1274	0.3347839322
1275	0.3347698211
1276	0.3347595235
1277	0.3347467062
1278	0.3347369005
1279	0.3347217595
1280	0.3347061956
1281	0.3346960776
1282	0.3346886616
1283	0.3346793452
1284	0.334669366
1285	0.3346575884
1286	0.3346475943
1287	0.3346412705
1288	0.3346312404
1289	0.3346233366
1290	0.3346079637
1291	0.3346009631
1292	0.3345944549
1293	0.3345904231
1294	0.3345784252
1295	0.3345649501
1296	0.3345547171
1297	0.334540951
1298	0.3345238144
1299	0.3345181914
1300	0.3345156905
1301	0.3345039103
1302	0.3344954798
1303	0.3344831711
1304	0.334463309
1305	0.3344512909
1306	0.3344434978
1307	0.334431027
1308	0.3344223759
1309	0.3344136352
1310	0.33440489
1311	0.3343927112
1312	0.3343849885
1313	0.3343770564
1314	0.3343729188
1315	0.3343600962
1316	0.3343590597
1317	0.3343458554
1318	0.3343379172
1319	0.3343260165
1320	0.3343103847
1321	0.3342972726
1322	0.3342964108
1323	0.3342815455
1324	0.3342584648
1325	0.3342437526
1326	0.3342344599
1327	0.334226191
1328	0.3342145833
1329	0.3342141569
1330	0.3342066046
1331	0.334196479
1332	0.3341880626
1333	0.3341802346
1334	0.3341701807
1335	0.3341580425
1336	0.3341469206
1337	0.334131016
1338	0.3341194158
1339	0.3341054054
1340	0.3340979312
1341	0.3340825167
1342	0.3340714997
1343	0.3340562754
1344	0.3340437763
1345	0.33402893
1346	0.3340180097
1347	0.3340076646
1348	0.3339933951
1349	0.3339794431
1350	0.3339721553
1351	0.3339676399
1352	0.3339578431
1353	0.3339476318
1354	0.3339398438
1355	0.3339285393
1356	0.3339153384
1357	0.3339028248
1358	0.333893835
1359	0.3338862329
1360	0.3338804281
1361	0.3338713117
1362	0.3338625204
1363	0.3338513546
1364	0.3338505973
1365	0.3338495933
1366	0.3338407508
1367	0.3338349186
1368	0.333818708
1369	0.3338066201
1370	0.3337992617
1371	0.3337886718
1372	0.3337649502
1373	0.3337555717
1374	0.3337491752
1375	0.333738836
1376	0.3337315552
1377	0.3337182464
1378	0.3337098765
1379	0.3337025031
1380	0.333693692
1381	0.3336830796
1382	0.3336657682
1383	0.3336586611
1384	0.3336499869
1385	0.3336434907
1386	0.333632183
1387	0.333623862
1388	0.3336124251
1389	0.3336050593
1390	0.3335985577
1391	0.3335845048
1392	0.3335716692
1393	0.3335612648
1394	0.3335516476
1395	0.3335495218
1396	0.3335368786
1397	0.3335231097
1398	0.3335111641
1399	0.333499314
1400	0.3334894941
1401	0.3334816885
1402	0.3334708345
1403	0.3334616472
1404	0.3334513669
1405	0.3334412141
1406	0.333421058
1407	0.3334139317
1408	0.3334020959
1409	0.3333930263
1410	0.3333917785
1411	0.3333819362
1412	0.3333766563
1413	0.3333657919
1414	0.3333618738
1415	0.3333520487
1416	0.3333439197
1417	0.333336149
1418	0.3333279891
1419	0.3333188009
1420	0.3333070013
1421	0.3333004753
1422	0.3332923108
1423	0.3332797128
1424	0.333273159
1425	0.3332620048
1426	0.3332534572
1427	0.333240554
1428	0.3332209306
1429	0.3332113321
1430	0.3332033494
1431	0.3331924271
1432	0.3331831149
1433	0.333164727
1434	0.3331564469
1435	0.3331494805
1436	0.3331376587
1437	0.3331291391
1438	0.3331215506
1439	0.3331112211
1440	0.3331026311
1441	0.3330975647
1442	0.3330917328
1443	0.3330870857
1444	0.3330771637
1445	0.3330658569
1446	0.3330585128
1447	0.3330556253
1448	0.3330330335
1449	0.3330283668
1450	0.3330234298
1451	0.3330182258
1452	0.3330117081
1453	0.3330047246
1454	0.332993998
1455	0.3329851788
1456	0.3329736196
1457	0.332961557
1458	0.3329522002
1459	0.3329454767
1460	0.3329340186
1461	0.3329235559
1462	0.3329130465
1463	0.3329030338
1464	0.3328922069
1465	0.3328766675
1466	0.3328671949
1467	0.3328593795
1468	0.3328508597
1469	0.332842733
1470	0.3328325071
1471	0.3328274674
1472	0.3328185496
1473	0.3327975526
1474	0.3327934107
1475	0.3327796971
1476	0.3327702393
1477	0.3327575627
1478	0.3327447749
1479	0.3327286052
1480	0.3327152727
1481	0.3327058822
1482	0.332694529
1483	0.3326850237
1484	0.3326755863
1485	0.3326687553
1486	0.3326550238
1487	0.3326451193
1488	0.3326348819
1489	0.3326292929
1490	0.3326231894
1491	0.3326127088
1492	0.3325987266
1493	0.3325831101
1494	0.3325744493
1495	0.3325631054
1496	0.3325590905
1497	0.3325516638
1498	0.3325383034
1499	0.3325312699
1500	0.3325234604
1501	0.3325227914
1502	0.332513616
1503	0.3325025935
1504	0.332492605
1505	0.3324888205
1506	0.3324786188
1507	0.332466755
1508	0.3324572843
1509	0.3324532913
1510	0.3324444356
1511	0.3324355982
1512	0.3324265385
