iter	RMSE
1513	0.3324165085
1514	0.3324137672
1515	0.3324063543
1516	0.3324048037
1517	0.332396401
1518	0.3323891137
1519	0.3323769088
1520	0.3323712034
1521	0.3323610836
1522	0.3323540523
1523	0.3323473315
1524	0.3323379161
1525	0.3323273583
1526	0.3323188715
1527	0.3323100459
1528	0.3322971676
1529	0.3322924439
1530	0.3322845976
1531	0.3322782093
1532	0.3322725169
1533	0.3322593342
1534	0.332250266
1535	0.3322436659
1536	0.3322320855
1537	0.3322171687
1538	0.3322075571
1539	0.3322013784
1540	0.3321942207
1541	0.3321880099
1542	0.3321802922
1543	0.3321687361
1544	0.3321646431
1545	0.3321559632
1546	0.3321491047
1547	0.3321463075
1548	0.3321391481
1549	0.332124806
1550	0.3321167078
1551	0.3321047428
1552	0.3320959693
1553	0.3320847795
1554	0.3320775722
1555	0.3320717394
1556	0.3320580751
1557	0.3320540853
1558	0.3320449088
1559	0.3320305151
1560	0.3320246855
1561	0.3320193528
1562	0.3320005262
1563	0.3319906351
1564	0.3319798905
1565	0.3319747873
1566	0.3319649179
1567	0.3319585347
1568	0.3319518685
1569	0.3319415358
1570	0.3319349633
1571	0.3319301777
1572	0.3319196594
1573	0.3319171828
1574	0.3319005021
1575	0.3318893177
1576	0.3318782959
1577	0.3318676242
1578	0.3318522533
1579	0.3318424588
1580	0.3318418872
1581	0.3318329173
1582	0.3318291305
1583	0.3318198312
1584	0.3318123614
1585	0.3318080935
1586	0.3317949761
1587	0.3317848776
1588	0.3317749316
1589	0.3317644946
1590	0.3317555829
1591	0.3317478015
1592	0.3317370755
1593	0.331728082
1594	0.3317208905
1595	0.3317165735
1596	0.3317090311
1597	0.3317031037
1598	0.3316998505
1599	0.3316917453
1600	0.3316871473
1601	0.3316790277
1602	0.3316710904
1603	0.3316634636
1604	0.3316596203
1605	0.3316470728
1606	0.3316394548
1607	0.3316290313
1608	0.3316207129
1609	0.3316152261
1610	0.331609324
1611	0.3315952995
1612	0.331590265
1613	0.3315761306
1614	0.3315688522
1615	0.331567054
1616	0.3315594817
1617	0.3315461468
1618	0.3315340601
1619	0.331524678
1620	0.3315174715
1621	0.3315101377
1622	0.3314986772
1623	0.3314872311
1624	0.3314781886
1625	0.3314653275
1626	0.3314537346
1627	0.3314431014
1628	0.3314357086
1629	0.3314238206
1630	0.3314140172
1631	0.331404293
1632	0.3313974757
1633	0.3313899524
1634	0.3313793171
1635	0.3313721247
1636	0.3313636086
1637	0.3313573263
1638	0.331351718
1639	0.3313358912
1640	0.3313233415
1641	0.3313166221
1642	0.3313043092
1643	0.3312941026
1644	0.3312835969
1645	0.331272155
1646	0.3312644875
1647	0.3312518208
1648	0.3312437577
1649	0.3312354822
1650	0.3312289318
1651	0.3312205658
1652	0.3312152637
1653	0.3312057854
1654	0.3311996929
1655	0.3311935971
1656	0.3311873307
1657	0.3311794797
1658	0.3311692567
1659	0.3311599191
1660	0.3311482724
1661	0.3311398382
1662	0.3311307356
1663	0.3311253576
1664	0.331121381
1665	0.3311118158
1666	0.3311076109
1667	0.3311009311
1668	0.3310909298
1669	0.3310838966
1670	0.331081676
1671	0.3310772254
1672	0.3310676229
1673	0.3310514828
1674	0.331043529
1675	0.3310298422
1676	0.3310160605
1677	0.3310085808
1678	0.3309992278
1679	0.3309940653
1680	0.3309872618
1681	0.3309811517
1682	0.3309697747
1683	0.3309599456
1684	0.3309486455
1685	0.3309424427
1686	0.3309336948
1687	0.3309246895
1688	0.3309136213
1689	0.3309067232
1690	0.3308994346
1691	0.3308892214
1692	0.3308858356
1693	0.330879653
1694	0.3308729364
1695	0.330869542
1696	0.3308651547
1697	0.3308540924
1698	0.3308435916
1699	0.3308346734
1700	0.3308254361
1701	0.330822106
1702	0.3308163001
1703	0.3308094232
1704	0.3307953432
1705	0.3307857859
1706	0.3307837858
1707	0.3307733585
1708	0.3307645749
1709	0.3307594894
1710	0.3307527826
1711	0.3307411744
1712	0.3307372214
1713	0.3307302861
1714	0.3307267604
1715	0.3307201578
1716	0.3307148325
1717	0.3307040119
1718	0.3306981287
1719	0.3306920403
1720	0.3306847317
1721	0.3306737285
1722	0.3306637871
1723	0.3306511973
1724	0.330641141
1725	0.3306355916
1726	0.3306275035
1727	0.3306210987
1728	0.3306129511
1729	0.3306042158
1730	0.3305958135
1731	0.3305905154
1732	0.3305807732
1733	0.3305746249
1734	0.330557158
1735	0.3305506071
1736	0.3305430957
1737	0.3305369769
1738	0.330529566
1739	0.3305205461
1740	0.3305116098
1741	0.3304955144
1742	0.3304900314
1743	0.3304806627
1744	0.3304713504
1745	0.3304658615
1746	0.3304576014
1747	0.3304482365
1748	0.330442944
1749	0.3304361181
1750	0.3304346198
1751	0.3304287815
1752	0.3304222324
1753	0.3304160806
1754	0.330415187
1755	0.3304002321
1756	0.3303920114
1757	0.3303860321
1758	0.3303821696
1759	0.3303758051
1760	0.3303692708
1761	0.3303652717
1762	0.3303549362
1763	0.33035058
1764	0.3303438661
1765	0.3303341142
1766	0.3303241006
1767	0.3303146661
1768	0.33030521
1769	0.3302921384
1770	0.3302864329
1771	0.3302807761
1772	0.3302775096
1773	0.3302702667
1774	0.3302649859
1775	0.3302528905
1776	0.3302483774
1777	0.3302380307
1778	0.3302284129
1779	0.3302228792
1780	0.330215085
1781	0.3302097237
1782	0.3302011858
1783	0.3301971968
1784	0.3301876966
1785	0.3301793551
1786	0.3301756934
1787	0.3301680198
1788	0.3301584056
1789	0.330151848
1790	0.3301461626
1791	0.3301401242
1792	0.330131988
1793	0.3301254362
1794	0.3301179934
1795	0.3301096804
1796	0.3301033843
1797	0.3300969688
1798	0.3300887279
1799	0.3300809466
1800	0.3300786172
1801	0.3300705925
1802	0.3300623159
1803	0.3300579653
1804	0.3300540037
1805	0.3300486616
1806	0.3300402195
1807	0.3300293891
1808	0.3300207977
1809	0.3300158002
1810	0.3300048956
1811	0.329999669
1812	0.3299934549
1813	0.3299857419
1814	0.3299787946
1815	0.3299734475
1816	0.3299605667
1817	0.3299513756
1818	0.3299427082
1819	0.3299346103
1820	0.3299266065
1821	0.3299167784
1822	0.3299075628
1823	0.3299033734
1824	0.3298938551
1825	0.3298875128
1826	0.3298790393
1827	0.3298689064
1828	0.3298597197
1829	0.3298511053
1830	0.3298463891
1831	0.3298410837
1832	0.3298334648
1833	0.3298260698
1834	0.3298186421
1835	0.3298086631
1836	0.329795675
1837	0.329783916
1838	0.3297797999
1839	0.329775783
1840	0.3297693459
1841	0.3297631478
1842	0.3297547724
1843	0.3297502908
1844	0.3297389331
1845	0.3297310721
1846	0.3297228082
1847	0.3297146355
1848	0.3297096272
1849	0.3297004913
1850	0.32969271
1851	0.3296872479
1852	0.3296810046
1853	0.3296733084
1854	0.3296647947
1855	0.3296584652
1856	0.3296516442
1857	0.3296429074
1858	0.3296367493
1859	0.3296297268
1860	0.3296221148
1861	0.3296141739
1862	0.3296077742
1863	0.3296015554
1864	0.3295928222
1865	0.3295857405
1866	0.3295807427
1867	0.3295765952
1868	0.3295680597
1869	0.3295615323
1870	0.3295547009
1871	0.3295473222
1872	0.3295436282
1873	0.3295377874
1874	0.3295338204
1875	0.3295320859
1876	0.3295273954
1877	0.3295234407
1878	0.3295134293
1879	0.3295087514
1880	0.329499765
1881	0.3294955042
1882	0.3294879164
1883	0.3294809161
1884	0.3294752478
1885	0.3294668517
1886	0.3294603885
1887	0.3294478819
1888	0.3294419293
1889	0.3294370444
1890	0.3294351021
1891	0.3294278338
1892	0.3294222548
1893	0.3294137905
1894	0.3294092321
1895	0.3294028323
1896	0.3293967453
1897	0.3293886461
1898	0.3293857449
1899	0.329380872
1900	0.329371808
1901	0.3293619338
1902	0.3293566647
1903	0.3293516309
1904	0.3293421021
1905	0.3293390541
1906	0.3293330036
